property,entity,frequency,timeline_entry_count,evaluated_n_statements
P54,Q3081569,A-Year,7,7
P54,Q3102354,A-Few-Years,5,5
P54,Q3102417,A-Few-Years,6,6
P54,Q3103535,A-Few-Years,3,3
P54,Q3107201,A-Year,3,3
P54,Q3108053,A-Few-Years,6,6
P54,Q3121828,A-Few-Years,5,5
P54,Q3121911,A-Few-Years,6,6
P54,Q3124056,A-Year,7,7
P54,Q3124112,A-Few-Years,4,4
P54,Q3131018,A-Few-Years,10,10
P54,Q3157480,A-Few-Years,9,9
P54,Q3159264,A-Few-Years,6,6
P54,Q3164831,A-Few-Years,4,4
P54,Q3164897,A-Few-Years,3,3
P54,Q3166854,A-Year,12,12
P54,Q3168056,A-Year,7,7
P54,Q3168557,A-Few-Years,6,6
P54,Q3169102,A-Few-Years,6,6
P54,Q3169781,A-Few-Years,7,7
P54,Q3172073,A-Few-Years,5,5
P54,Q3172436,A-Few-Years,7,7
P54,Q3173567,A-Few-Years,4,4
P54,Q3186278,A-Year,9,9
P54,Q3215950,A-Few-Years,6,6
P54,Q3223242,A-Few-Years,5,5
P54,Q323054,A-Few-Years,4,4
P54,Q3241894,A-Few-Years,4,4
P54,Q326655,A-Few-Years,7,7
P54,Q3286511,A-Few-Years,3,3
P54,Q3302103,A-Few-Years,3,3
P54,Q3309263,A-Year,5,5
P54,Q3310067,A-Few-Years,8,8
P54,Q3328222,A-Few-Years,5,5
P54,Q3369052,A-Few-Years,6,6
P54,Q3380230,A-Few-Years,6,6
P54,Q3387221,A-Few-Years,3,3
P54,Q339758,A-Year,8,8
P54,Q3417278,A-Few-Years,4,4
P54,Q3440410,A-Few-Years,8,8
P54,Q350966,A-Few-Years,4,4
P54,Q3528380,A-Few-Years,5,5
P54,Q3534511,A-Few-Years,3,3
P54,Q3559956,A-Few-Years,12,12
P54,Q357631,A-Few-Years,6,6
P54,Q3605044,A-Few-Years,5,5
P54,Q3605839,A-Few-Years,3,3
P54,Q3606563,A-Few-Years,4,4
P54,Q3608395,A-Few-Years,3,3
P54,Q3608486,A-Year,11,11
P54,Q3608536,A-Year,9,9
P54,Q3608548,A-Few-Years,8,8
P54,Q3608593,A-Few-Years,7,7
P54,Q3609213,A-Year,6,6
P54,Q3609271,A-Few-Years,5,5
P54,Q3609324,A-Few-Years,4,4
P54,Q3610371,A-Few-Years,5,5
P54,Q3611245,A-Few-Years,4,4
P54,Q3611422,A-Year,9,9
P54,Q3613433,A-Few-Years,6,6
P54,Q3613920,A-Few-Years,4,4
P54,Q3616194,A-Year,5,5
P54,Q3616202,A-Few-Years,6,6
P54,Q3617058,A-Few-Years,8,8
P54,Q3617104,A-Year,9,9
P54,Q3617123,A-Few-Years,3,3
P54,Q3617132,A-Few-Years,5,5
P54,Q3617207,A-Few-Years,4,4
P54,Q3617240,A-Year,10,10
P54,Q3619642,A-Few-Years,4,4
P54,Q3619685,A-Year,7,7
P54,Q3619810,A-Year,8,8
P54,Q3619816,A-Year,6,6
P54,Q3620001,A-Year,7,7
P54,Q3620102,A-Few-Years,7,7
P54,Q3622962,A-Few-Years,6,6
P54,Q3622963,A-Few-Years,8,8
P54,Q3623019,A-Few-Years,3,3
P54,Q3624672,A-Few-Years,5,5
P54,Q3629246,A-Few-Years,6,6
P54,Q3629277,A-Few-Years,5,5
P54,Q3629812,A-Year,5,5
P54,Q3638800,A-Few-Years,6,6
P54,Q3639335,A-Year,8,8
P54,Q3644261,A-Few-Years,6,6
P54,Q3645734,A-Few-Years,6,6
P54,Q3645760,A-Few-Years,8,8
P54,Q3645866,A-Year,10,10
P54,Q3645886,A-Few-Years,5,5
P54,Q3659228,A-Few-Years,5,5
P54,Q3659457,A-Few-Years,4,4
P54,Q3659513,A-Few-Years,4,4
P54,Q3659623,A-Year,5,5
P54,Q3659670,A-Year,8,8
P54,Q3661107,A-Few-Years,3,3
P54,Q3665519,A-Year,8,8
P54,Q3680022,A-Year,10,10
P54,Q3680255,A-Year,10,10
P54,Q3680266,A-Few-Years,5,5
P54,Q3694284,A-Year,11,11
P54,Q3694298,A-Year,7,7
P54,Q3702206,A-Year,6,6
P54,Q3707186,A-Few-Years,8,8
P54,Q3707757,A-Year,9,9
P54,Q3719443,A-Few-Years,6,6
P54,Q3719518,A-Year,8,8
P54,Q3719637,A-Year,5,5
P54,Q3720370,A-Year,6,6
P54,Q3723071,A-Few-Years,5,5
P54,Q3724297,A-Few-Years,5,5
P54,Q3725477,A-Few-Years,8,8
P54,Q3725918,A-Few-Years,3,3
P54,Q3725961,A-Year,6,6
P54,Q3731911,A-Year,8,8
P54,Q3731979,A-Few-Years,7,7
P54,Q3732500,A-Year,4,4
P54,Q373599,A-Year,8,8
P54,Q3737703,A-Year,7,7
P54,Q3740320,A-Few-Years,8,8
P54,Q3740396,A-Year,4,4
P54,Q3740423,A-Year,5,5
P54,Q3742825,A-Few-Years,6,6
P54,Q3745337,A-Year,11,11
P54,Q3750023,A-Year,9,9
P54,Q3750636,A-Few-Years,7,7
P54,Q3751260,A-Year,11,11
P54,Q3751280,A-Few-Years,5,5
P54,Q3751283,A-Year,4,4
P54,Q3751315,A-Year,5,5
P54,Q3751318,A-Year,4,4
P54,Q3751388,A-Few-Years,3,3
P54,Q3751411,A-Few-Years,5,5
P54,Q3751493,A-Few-Years,6,6
P54,Q3751538,A-Few-Years,6,6
P54,Q3751564,A-Few-Years,5,5
P54,Q3751576,A-Few-Years,5,5
P54,Q3751615,A-Few-Years,4,4
P54,Q3751650,A-Year,7,7
P54,Q3754309,A-Few-Years,4,4
P54,Q3754330,A-Year,8,8
P54,Q3756682,A-Year,5,5
P54,Q3759840,A-Few-Years,7,7
P54,Q3760788,A-Year,4,4
P54,Q3762051,A-Few-Years,5,5
P54,Q3762482,A-Year,11,11
P54,Q3762839,A-Year,10,10
P54,Q3762866,A-Year,7,7
P54,Q3762892,A-Year,5,5
P54,Q3762916,A-Year,8,8
P54,Q3762955,A-Year,8,8
P54,Q3762960,A-Year,6,6
P54,Q3762984,A-Few-Years,4,4
P54,Q3763061,A-Year,6,6
P54,Q3763512,A-Year,10,10
P54,Q3763634,A-Year,6,6
P54,Q3763724,A-Few-Years,5,5
P54,Q3764202,A-Year,9,9
P54,Q3764290,A-Year,7,7
P54,Q3765388,A-Few-Years,5,5
P54,Q3765410,A-Few-Years,8,8
P54,Q3765443,A-Year,5,5
P54,Q3765604,A-Year,10,10
P54,Q3765726,A-Few-Years,8,8
P54,Q3765805,A-Few-Years,9,9
P54,Q3767308,A-Few-Years,6,6
P54,Q3767415,A-Year,6,6
P54,Q3767734,A-Year,8,8
P54,Q3768393,A-Few-Years,7,7
P54,Q3769435,A-Year,7,7
P54,Q3769442,A-Year,8,8
P54,Q3770450,A-Year,4,4
P54,Q3770623,A-Year,6,6
P54,Q3771108,A-Year,7,7
P54,Q3771434,A-Year,10,10
P54,Q3771533,A-Year,4,4
P54,Q3771731,A-Few-Years,3,3
P54,Q3771765,A-Year,9,9
P54,Q3776025,A-Few-Years,9,9
P54,Q3778968,A-Few-Years,5,5
P54,Q3779429,A-Year,5,5
P54,Q3787502,A-Year,6,6
P54,Q3792264,A-Few-Years,6,6
P54,Q3804410,A-Few-Years,7,7
P54,Q3804420,A-Few-Years,4,4
P54,Q3806204,A-Year,7,7
P54,Q3808435,A-Few-Years,4,4
P54,Q3810449,A-Year,6,6
P54,Q3810567,A-Few-Years,7,7
P54,Q3810796,A-Year,6,6
P54,Q3810881,A-Few-Years,7,7
P54,Q3810910,A-Few-Years,11,11
P54,Q3813367,A-Few-Years,4,4
P54,Q3826326,A-Few-Years,3,3
P54,Q3827129,A-Few-Years,3,3
P54,Q3827964,A-Few-Years,8,8
P54,Q3830807,A-Few-Years,3,3
P54,Q3837046,A-Few-Years,8,8
P54,Q3838681,A-Few-Years,5,5
P54,Q3838689,A-Year,5,5
P54,Q3838698,A-Year,11,11
P54,Q3838904,A-Year,11,11
P54,Q3839620,A-Few-Years,4,4
P54,Q3839631,A-Year,8,8
P54,Q3839807,A-Year,5,5
P54,Q3840041,A-Few-Years,3,3
P54,Q3840044,A-Few-Years,5,5
P54,Q3840046,A-Year,6,6
P54,Q3840244,A-Year,8,8
P54,Q3845575,A-Few-Years,6,6
P54,Q3845698,A-Few-Years,5,5
P54,Q3846515,A-Year,6,6
P54,Q3848223,A-Few-Years,3,3
P54,Q3848496,A-Year,9,9
P54,Q3848504,A-Few-Years,5,5
P54,Q3848525,A-Year,6,6
P54,Q3848719,A-Year,5,5
P54,Q3848768,A-Few-Years,12,12
P54,Q3848795,A-Year,10,10
P54,Q3848837,A-Year,9,9
P54,Q3848907,A-Few-Years,4,4
P54,Q3848922,A-Few-Years,7,7
P54,Q3848943,A-Few-Years,5,5
P54,Q3849055,A-Few-Years,7,7
P54,Q3849103,A-Few-Years,5,5
P54,Q3849149,A-Year,7,7
P54,Q3849192,A-Few-Years,7,7
P54,Q3849254,A-Year,4,4
P54,Q3851279,A-Few-Years,8,8
P54,Q3852942,A-Year,7,7
P54,Q3858057,A-Few-Years,7,7
P54,Q3874484,A-Year,7,7
P54,Q3874763,A-Year,17,17
P54,Q3884929,A-Few-Years,10,10
P54,Q3886006,A-Year,12,12
P54,Q3894032,A-Year,8,8
P54,Q3894091,A-Few-Years,5,5
P54,Q3894191,A-Year,10,10
P54,Q3894473,A-Few-Years,3,3
P54,Q3894550,A-Few-Years,5,5
P54,Q3899810,A-Few-Years,8,8
P54,Q3902905,A-Few-Years,7,7
P54,Q3902906,A-Year,6,6
P54,Q3903235,A-Year,6,6
P54,Q3903275,A-Year,10,10
P54,Q3903299,A-Few-Years,5,5
P54,Q3903409,A-Year,9,9
P54,Q3903876,A-Year,8,8
P54,Q3904050,A-Few-Years,3,3
P54,Q3928939,A-Few-Years,3,3
P54,Q3929180,A-Year,8,8
P54,Q3932483,A-Few-Years,3,3
P54,Q3932487,A-Few-Years,5,5
P54,Q3932701,A-Year,10,10
P54,Q3933077,A-Few-Years,6,6
P54,Q3934494,A-Year,6,6
P54,Q3934632,A-Year,6,6
P54,Q3935932,A-Few-Years,7,7
P54,Q3936084,A-Year,7,7
P54,Q3937095,A-Year,9,9
P54,Q3938796,A-Few-Years,6,6
P54,Q3938924,A-Year,5,5
P54,Q3939047,A-Year,9,9
P54,Q3939078,A-Year,10,10
P54,Q3939082,A-Year,10,10
P54,Q3939083,A-Few-Years,5,5
P54,Q3939094,A-Year,8,8
P54,Q3939108,A-Few-Years,8,8
P54,Q3939187,A-Year,5,5
P54,Q3940665,A-Few-Years,4,4
P54,Q3940686,A-Year,7,7
P54,Q3940690,A-Few-Years,7,7
P54,Q3940719,A-Year,8,8
P54,Q3940997,A-Few-Years,3,3
P54,Q3941122,A-Few-Years,8,8
P54,Q3941613,A-Few-Years,5,5
P54,Q3956167,A-Few-Years,9,9
P54,Q3956206,A-Year,6,6
P54,Q3956216,A-Year,11,11
P54,Q3956218,A-Year,11,11
P54,Q3956225,A-Few-Years,3,3
P54,Q3956226,A-Few-Years,7,7
P54,Q3956275,A-Year,7,7
P54,Q3956330,A-Year,6,6
P54,Q3959660,A-Few-Years,6,6
P54,Q3960968,A-Year,5,5
P54,Q3972453,A-Few-Years,7,7
P54,Q3973099,A-Year,8,8
P54,Q4003376,A-Year,12,12
P54,Q4003434,A-Few-Years,5,5
P54,Q4003494,A-Few-Years,4,4
P54,Q4006322,A-Year,7,7
P54,Q4008858,A-Few-Years,8,8
P54,Q4013199,A-Few-Years,6,6
P54,Q4013208,A-Few-Years,3,3
P54,Q4014951,A-Few-Years,6,6
P54,Q4015550,A-Year,6,6
P54,Q4015891,A-Few-Years,8,8
P54,Q4024496,A-Year,5,5
P54,Q4024804,A-Few-Years,3,3
P54,Q403215,A-Few-Years,4,4
P54,Q4069292,A-Year,6,6
P54,Q4077145,A-Few-Years,4,4
P54,Q4103258,A-Few-Years,3,3
P54,Q4176763,A-Few-Years,3,3
P54,Q4180608,A-Few-Years,3,3
P54,Q4234098,A-Year,5,5
P54,Q4336657,A-Few-Years,3,3
P54,Q434824,A-Few-Years,3,3
P54,Q4409203,A-Few-Years,5,5
P54,Q455872,A-Few-Years,5,5
P54,Q463950,A-Few-Years,3,3
P54,Q4685390,A-Few-Years,4,4
P54,Q4706644,A-Few-Years,3,3
P54,Q4706890,A-Year,4,4
P54,Q4707066,A-Few-Years,6,6
P54,Q4707382,A-Few-Years,3,3
P54,Q4708071,A-Few-Years,7,7
P54,Q4708093,A-Year,3,3
P54,Q4710051,A-Few-Years,3,3
P54,Q4710424,A-Year,5,5
P54,Q4714132,A-Few-Years,5,5
P54,Q4716769,A-Few-Years,4,4
P54,Q4717809,A-Few-Years,6,6
P54,Q4717827,A-Few-Years,3,3
P54,Q4717869,A-Few-Years,4,4
P54,Q4717899,A-Few-Years,5,5
P54,Q4721135,A-Few-Years,3,3
P54,Q4760453,A-Few-Years,7,7
P54,Q4760479,A-Few-Years,5,5
P54,Q4760571,A-Few-Years,3,3
P54,Q4760752,A-Year,5,5
P54,Q4760981,A-Few-Years,3,3
P54,Q4761502,A-Few-Years,6,6
P54,Q4786622,A-Year,4,4
P54,Q4795007,A-Few-Years,4,4
P54,Q4798049,A-Year,6,6
P54,Q4799320,A-Few-Years,4,4
P54,Q4799551,A-Few-Years,5,5
P54,Q4812746,A-Few-Years,5,5
P54,Q4863493,A-Few-Years,4,4
P54,Q4864120,A-Year,5,5
P54,Q4864330,A-Year,7,7
P54,Q4864826,A-Year,5,5
P54,Q4885784,A-Year,12,12
P54,Q4895108,A-Few-Years,3,3
P54,Q4895192,A-Few-Years,6,6
P54,Q4907964,A-Few-Years,8,8
P54,Q4908282,A-Year,10,10
P54,Q4909319,A-Few-Years,4,4
P54,Q4912570,A-Few-Years,6,6
P54,Q4912631,A-Few-Years,5,5
P54,Q4912687,A-Few-Years,5,5
P54,Q4913048,A-Few-Years,3,3
P54,Q4913332,A-Year,9,9
P54,Q4932230,A-Few-Years,3,3
P54,Q4934763,A-Year,5,5
P54,Q4934886,A-Year,8,8
P54,Q4934903,A-Few-Years,6,6
P54,Q4934980,A-Year,6,6
P54,Q4935143,A-Few-Years,7,7
P54,Q4935589,A-Few-Years,7,7
P54,Q4935726,A-Few-Years,4,4
P54,Q4938034,A-Few-Years,3,3
P54,Q4945426,A-Few-Years,4,4
P54,Q4963078,A-Year,8,8
P54,Q4963620,A-Few-Years,5,5
P54,Q4963822,A-Few-Years,5,5
P54,Q4963920,A-Few-Years,4,4
P54,Q4963971,A-Few-Years,3,3
P54,Q4964169,A-Few-Years,7,7
P54,Q4964319,A-Few-Years,3,3
P54,Q4965125,A-Few-Years,3,3
P54,Q4965449,A-Few-Years,3,3
P54,Q4965452,A-Few-Years,8,8
P54,Q4980106,A-Few-Years,3,3
P54,Q4983867,A-Few-Years,6,6
P54,Q5017211,A-Few-Years,5,5
P54,Q5042247,A-Year,8,8
P54,Q5084462,A-Few-Years,3,3
P54,Q5085152,A-Few-Years,7,7
P54,Q5106953,A-Year,5,5
P54,Q5125743,A-Few-Years,7,7
P54,Q5132587,A-Few-Years,6,6
P54,Q5132693,A-Few-Years,6,6
P54,Q5134534,A-Year,5,5
P54,Q5144899,A-Few-Years,5,5
P54,Q5144987,A-Few-Years,5,5
P54,Q5145216,A-Year,4,4
P54,Q5145676,A-Few-Years,7,7
P54,Q518211,A-Few-Years,6,6
P54,Q5209010,A-Few-Years,4,4
P54,Q5217890,A-Few-Years,7,7
P54,Q5222817,A-Few-Years,9,9
P54,Q5228492,A-Few-Years,3,3
P54,Q5229512,A-Few-Years,3,3
P54,Q5229992,A-Few-Years,4,4
P54,Q5230025,A-Few-Years,10,10
P54,Q5230057,A-Few-Years,3,3
P54,Q5230129,A-Few-Years,6,6
P54,Q523397,A-Year,12,12
P54,Q5235534,A-Few-Years,5,5
P54,Q5238769,A-Year,4,4
P54,Q5239698,A-Few-Years,6,6
P54,Q5258980,A-Few-Years,4,4
P54,Q5262035,A-Few-Years,3,3
P54,Q5262245,A-Few-Years,4,4
P54,Q5262297,A-Few-Years,3,3
P54,Q5262383,A-Few-Years,4,4
P54,Q526603,A-Few-Years,11,11
P54,Q526882,A-Few-Years,4,4
P54,Q5272998,A-Few-Years,4,4
P54,Q5273273,A-Few-Years,7,7
P54,Q5273687,A-Few-Years,6,6
P54,Q5273706,A-Few-Years,4,4
P54,Q528678,A-Few-Years,3,3
P54,Q528684,A-Year,5,5
P54,Q5293624,A-Few-Years,3,3
P54,Q5293712,A-Few-Years,8,8
P54,Q5300368,A-Few-Years,4,4
P54,Q5300382,A-Few-Years,4,4
P54,Q5301030,A-Year,6,6
P54,Q5311954,A-Few-Years,4,4
P54,Q5336248,A-Year,6,6
P54,Q5336439,A-Year,4,4
P54,Q5347569,A-Few-Years,4,4
P54,Q5394685,A-Few-Years,3,3
P54,Q541774,A-Year,11,11
P54,Q5487168,A-Few-Years,4,4
P54,Q5489677,A-Few-Years,3,3
P54,Q5490054,A-Year,7,7
P54,Q5492073,A-Few-Years,3,3
P54,Q5495095,A-Few-Years,4,4
P54,Q5496727,A-Year,7,7
P54,Q5517272,A-Few-Years,6,6
P54,Q5522966,A-Year,9,9
P54,Q5528144,A-Year,4,4
P54,Q5534316,A-Few-Years,7,7
P54,Q5536193,A-Few-Years,3,3
P54,Q5536256,A-Few-Years,7,7
P54,Q5537055,A-Year,6,6
P54,Q5539366,A-Year,9,9
P54,Q5539408,A-Few-Years,5,5
P54,Q554012,A-Few-Years,7,7
P54,Q5540217,A-Few-Years,5,5
P54,Q5540568,A-Few-Years,5,5
P54,Q5540867,A-Year,9,9
P54,Q5541033,A-Few-Years,4,4
P54,Q5541317,A-Few-Years,4,4
P54,Q5541357,A-Year,10,10
P54,Q5542483,A-Few-Years,5,5
P54,Q5543359,A-Few-Years,3,3
P54,Q5543699,A-Year,6,6
P54,Q5544543,A-Few-Years,3,3
P54,Q5544550,A-Year,6,6
P54,Q5544646,A-Few-Years,8,8
P54,Q5546069,A-Year,3,3
P54,Q5546588,A-Few-Years,8,8
P54,Q5552988,A-Few-Years,4,4
P54,Q5565470,A-Year,8,8
P54,Q5584827,A-Year,4,4
P54,Q5585130,A-Few-Years,3,3
P54,Q5585688,A-Few-Years,6,6
P54,Q5585800,A-Year,3,3
P54,Q5592717,A-Year,3,3
P54,Q5592838,A-Year,8,8
P54,Q5593057,A-Few-Years,3,3
P54,Q5620747,A-Few-Years,9,9
P54,Q5660463,A-Few-Years,3,3
P54,Q5671051,A-Few-Years,4,4
P54,Q567742,A-Year,11,11
P54,Q5733285,A-Year,7,7
P54,Q577398,A-Few-Years,4,4
P54,Q5799059,A-Few-Years,6,6
P54,Q588552,A-Few-Years,8,8
P54,Q590307,A-Year,10,10
P54,Q5920742,A-Few-Years,4,4
P54,Q5944636,A-Few-Years,5,5
P54,Q594870,A-Few-Years,4,4
P54,Q595151,A-Few-Years,3,3
P54,Q5981067,A-Few-Years,3,3
P54,Q5981277,A-Year,8,8
P54,Q5981985,A-Few-Years,3,3
P54,Q5982022,A-Few-Years,5,5
P54,Q5982427,A-Few-Years,8,8
P54,Q5982988,A-Few-Years,7,7
P54,Q602905,A-Few-Years,6,6
P54,Q6031453,A-Few-Years,4,4
P54,Q6082851,A-Few-Years,5,5
P54,Q6111136,A-Few-Years,6,6
P54,Q6112869,A-Few-Years,5,5
P54,Q6113218,A-Year,8,8
P54,Q6116682,A-Year,8,8
P54,Q6160595,A-Few-Years,4,4
P54,Q6164077,A-Few-Years,7,7
P54,Q6193560,A-Few-Years,7,7
P54,Q6198196,A-Few-Years,6,6
P54,Q6198544,A-Year,7,7
P54,Q6199877,A-Year,5,5
P54,Q6200526,A-Few-Years,5,5
P54,Q6200608,A-Few-Years,4,4
P54,Q6200702,A-Few-Years,5,5
P54,Q6201050,A-Few-Years,6,6
P54,Q6201126,A-Year,9,9
P54,Q6201270,A-Few-Years,7,7
P54,Q6201287,A-Few-Years,4,4
P54,Q6201412,A-Few-Years,4,4
P54,Q6208402,A-Few-Years,7,7
P54,Q6208712,A-Few-Years,7,7
P54,Q6208795,A-Year,5,5
P54,Q6209046,A-Year,7,7
P54,Q6210249,A-Few-Years,3,3
P54,Q6218975,A-Few-Years,4,4
P54,Q6226437,A-Few-Years,4,4
P54,Q6226819,A-Few-Years,3,3
P54,Q6227861,A-Year,5,5
P54,Q6234293,A-Few-Years,8,8
P54,Q6236275,A-Few-Years,6,6
P54,Q6238567,A-Few-Years,4,4
P54,Q6243217,A-Few-Years,5,5
P54,Q6246161,A-Year,5,5
P54,Q6247553,A-Few-Years,4,4
P54,Q6248057,A-Year,7,7
P54,Q6252708,A-Few-Years,3,3
P54,Q6264035,A-Year,9,9
P54,Q6267505,A-Few-Years,4,4
P54,Q6278619,A-Few-Years,5,5
P54,Q6291496,A-Few-Years,3,3
P54,Q6292197,A-Few-Years,5,5
P54,Q6292848,A-Few-Years,5,5
P54,Q6383972,A-Few-Years,5,5
P54,Q6384984,A-Year,7,7
P54,Q6387390,A-Year,7,7
P54,Q6387944,A-Few-Years,4,4
P54,Q6388145,A-Few-Years,5,5
P54,Q6388193,A-Year,6,6
P54,Q6388227,A-Few-Years,4,4
P54,Q6388269,A-Few-Years,5,5
P54,Q6388668,A-Few-Years,4,4
P54,Q6417469,A-Year,6,6
P54,Q648720,A-Few-Years,6,6
P54,Q6501718,A-Year,9,9
P54,Q6521677,A-Few-Years,4,4
P54,Q6524930,A-Few-Years,4,4
P54,Q6529549,A-Few-Years,8,8
P54,Q6529797,A-Few-Years,5,5
P54,Q6537101,A-Year,7,7
P54,Q654543,A-Few-Years,3,3
P54,Q6742255,A-Few-Years,3,3
P54,Q6742339,A-Year,6,6
P54,Q6742702,A-Year,6,6
P54,Q6748537,A-Few-Years,10,10
P54,Q6769195,A-Few-Years,4,4
P54,Q6775421,A-Year,5,5
P54,Q6789555,A-Few-Years,8,8
P54,Q6810844,A-Few-Years,3,3
P54,Q6838694,A-Few-Years,6,6
P54,Q6844684,A-Year,4,4
P54,Q6846006,A-Few-Years,5,5
P54,Q6847208,A-Year,3,3
P54,Q6848398,A-Few-Years,11,11
P54,Q6849050,A-Few-Years,8,8
P54,Q6849086,A-Few-Years,5,5
P54,Q7000805,A-Year,4,4
P54,Q7002736,A-Few-Years,6,6
P54,Q7037864,A-Few-Years,3,3
P54,Q7052127,A-Few-Years,3,3
P54,Q7052836,A-Few-Years,5,5
P54,Q7053255,A-Few-Years,5,5
P54,Q7071467,A-Few-Years,5,5
P54,Q709126,A-Few-Years,3,3
P54,Q7106114,A-Few-Years,5,5
P54,Q7155918,A-Year,9,9
P54,Q715802,A-Few-Years,3,3
P54,Q7172647,A-Few-Years,4,4
P54,Q7173051,A-Few-Years,7,7
P54,Q7173078,A-Few-Years,4,4
P54,Q7173177,A-Few-Years,5,5
P54,Q7173724,A-Few-Years,4,4
P54,Q7174320,A-Few-Years,4,4
P54,Q7174488,A-Few-Years,5,5
P54,Q7174917,A-Few-Years,4,4
P54,Q7175744,A-Few-Years,3,3
P54,Q7176386,A-Year,6,6
P54,Q7176712,A-Few-Years,6,6
P54,Q7176718,A-Few-Years,5,5
P54,Q7177548,A-Few-Years,4,4
P54,Q7177788,A-Few-Years,4,4
P54,Q719653,A-Few-Years,5,5
P54,Q725109,A-Few-Years,4,4
P54,Q7282636,A-Year,7,7
P54,Q7287861,A-Few-Years,3,3
P54,Q7297631,A-Few-Years,4,4
P54,Q7298231,A-Few-Years,8,8
P54,Q7307758,A-Few-Years,6,6
P54,Q7322613,A-Few-Years,5,5
P54,Q7325117,A-Few-Years,5,5
P54,Q7350371,A-Few-Years,3,3
P54,Q7356928,A-Year,8,8
P54,Q7358067,A-Few-Years,3,3
P54,Q7363668,A-Year,9,9
P54,Q7363757,A-Few-Years,5,5
P54,Q7363779,A-Few-Years,7,7
P54,Q7364391,A-Few-Years,4,4
P54,Q7364404,A-Few-Years,7,7
P54,Q7365798,A-Few-Years,6,6
P54,Q7365962,A-Few-Years,9,9
P54,Q7372753,A-Few-Years,5,5
P54,Q7373141,A-Few-Years,4,4
P54,Q7409719,A-Few-Years,4,4
P54,Q7417331,A-Few-Years,3,3
P54,Q747730,A-Few-Years,8,8
P54,Q7507745,A-Few-Years,3,3
P54,Q7577212,A-Year,4,4
P54,Q7597546,A-Few-Years,4,4
P54,Q7597582,A-Few-Years,3,3
P54,Q7597686,A-Few-Years,5,5
P54,Q7597696,A-Few-Years,6,6
P54,Q7597698,A-Few-Years,4,4
P54,Q7597898,A-Few-Years,4,4
P54,Q7615823,A-Year,4,4
P54,Q7692924,A-Few-Years,3,3
P54,Q7693604,A-Few-Years,4,4
P54,Q7693632,A-Year,12,12
P54,Q7704060,A-Few-Years,8,8
P54,Q7704335,A-Few-Years,4,4
P54,Q7704793,A-Year,7,7
P54,Q7804148,A-Few-Years,3,3
P54,Q7818032,A-Few-Years,8,8
P54,Q7819173,A-Year,16,16
P54,Q7819379,A-Year,4,4
P54,Q7819417,A-Few-Years,3,3
P54,Q7819625,A-Few-Years,5,5
P54,Q7819721,A-Year,3,3
P54,Q7819725,A-Few-Years,6,6
P54,Q7819856,A-Few-Years,3,3
P54,Q7822448,A-Few-Years,6,6
P54,Q7822599,A-Year,4,4
P54,Q7823053,A-Few-Years,3,3
P54,Q7823373,A-Few-Years,5,5
P54,Q7827597,A-Few-Years,3,3
P54,Q7839401,A-Few-Years,3,3
P54,Q7910836,A-Few-Years,4,4
P54,Q7924809,A-Year,5,5
P54,Q7964512,A-Year,8,8
P54,Q7966491,A-Few-Years,4,4
P54,Q8017324,A-Year,3,3
P54,Q8048813,A-Year,12,12
P54,Q861920,A-Few-Years,3,3
P54,Q868709,A-Year,10,10
P54,Q869567,A-Few-Years,3,3
P54,Q870275,A-Year,6,6
P54,Q876313,A-Few-Years,3,3
P54,Q878025,A-Few-Years,6,6
P54,Q88518,A-Year,4,4
P54,Q8870414,A-Year,7,7
P54,Q888623,A-Year,4,4
P54,Q909390,A-Year,5,5
P54,Q913739,A-Few-Years,3,3
P54,Q924196,A-Few-Years,3,3
P54,Q934632,A-Few-Years,4,4
P54,Q9370652,A-Year,5,5
P54,Q962728,A-Few-Years,6,6
P54,Q970759,A-Few-Years,7,7
P54,Q971982,A-Year,13,13
P54,Q984584,A-Year,8,8
P54,Q986219,A-Year,4,4
P54,Q987123,A-Few-Years,5,5
P54,Q987647,A-Year,6,6
P54,Q988248,A-Few-Years,6,6
P54,Q988473,A-Few-Years,3,3
P54,Q988572,A-Year,8,8
P54,Q988635,A-Year,9,9
P54,Q991575,A-Few-Years,5,5
P54,Q21067205,A-Few-Years,4,4
P54,Q87069488,A-Year,5,5
P54,Q108533136,A-Year,3,3
P54,Q17479390,A-Few-Years,3,3
P54,Q2507169,A-Few-Months,5,5
P54,Q531817,A-Few-Years,5,5
P54,Q88338842,A-Year,4,4
P54,Q28842985,A-Few-Years,3,3
P54,Q527819,A-Few-Years,7,7
P54,Q99519303,A-Few-Months,10,10
P54,Q18353835,A-Few-Years,8,8
P54,Q3335869,A-Few-Years,4,4
P54,Q4800150,A-Few-Years,3,3
P54,Q5132150,A-Few-Years,3,3
P54,Q5342965,A-Few-Years,4,4
P54,Q5495953,A-Few-Years,4,4
P54,Q5498717,Many-Years,3,3
P54,Q60745783,A-Year,7,7
P54,Q711745,A-Few-Years,3,3
P54,Q100268945,A-Few-Years,4,4
P54,Q106322985,A-Few-Years,5,5
P54,Q109331422,A-Few-Years,3,3
P54,Q109499135,A-Year,6,6
P54,Q116935945,A-Few-Years,5,5
P54,Q1214296,A-Few-Years,3,3
P54,Q125636930,A-Year,7,7
P54,Q125797040,A-Few-Years,6,6
P54,Q126092499,A-Few-Years,4,4
P54,Q130427282,A-Few-Years,6,6
